id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
1808577,TAYLOR-THOMAS,ARTHUR KAY,A K,31,,20/08/1942,,Sergeant,Royal Air Force Volunteer Reserve,,115 Sqdn.,United Kingdom,'1387361',RUNNYMEDE MEMORIAL,Panel 95.,Son of George and Maud Miriam Kay Taylor-Thomas; husband of Anna Mathilde Taylor-Thomas.
100442,THOMAS,ARTHUR CRICHTON,A C,27,,16/11/1917,,Major,Royal Garrison Artillery,,355th Bty.,Belgium,,TALANA FARM CEMETERY,III. K. 18.,"Son of Herbert T. and Gertrude Thomas, of 3, Geffrard Place, Kingston, Jamaica."
100443,THOMAS,,M,,,21/11/1915,,Private,Duke of Wellington's (West Riding Regiment),,1st/4th Bn.,Belgium,'2171',TALANA FARM CEMETERY,IV. G. 4.,
100444,THOMAS,RICHARD,R,20,,06/07/1915,,Private,Somerset Light Infantry,,"""B"" Coy. 1st Bn.",Belgium,'10970',TALANA FARM CEMETERY,I. C. 8.,"Son of William Henry and Amelia Thomas, of 28, Exeter Rd., Southville, Bristol."
100558,THOMAS,,J,,,27/07/1917,,Private,Royal Welsh Fusiliers,,15th Bn.,Belgium,'55414',DRAGOON CAMP CEMETERY,B. 24.,
100637,THOMAS,EDWIN,E,35,,11/10/1917,,Lance Serjeant,Coldstream Guards,,4th Bn.,Belgium,'2100',RUISSEAU FARM CEMETERY,C. 26.,"Husband of Annie Thomas, of 44, Victoria Rd., Aldershot."
101412,THOMAS,,A,20,,17/09/1917,,Private,Coldstream Guards,,1st Bn.,Belgium,'15833',ARTILLERY WOOD CEMETERY,IX. C. 9.,"Son of Mr. and Mrs. W. H. Thomas, of 123, West St., Scunthorpe, Lincs."
101413,THOMAS,,J,,,31/07/1917,,Private,Welsh Guards,,1st Bn.,Belgium,'3313',ARTILLERY WOOD CEMETERY,II. B. 11.,
101845,THOMAS,,E,32,,08/09/1916,,Gunner,Royal Field Artillery,,"""X"" 11th Bde. Trench Mortar Bty.",France,'74221',ETRETAT CHURCHYARD,II. C. 17A.,"Son of Martha Fox (formerly Thomas), of 34, Charles St., Tyldesley, Manchester."
102330,THOMAS,,B,27,,28/10/1918,,Corporal,Machine Gun Corps,,50th Bn.,France,'24290',TOURGEVILLE MILITARY CEMETERY,IV. F. 4.,"Husband of Alice Thomas, of 89, Upper Church St., Spennymoor, Co. Durham."
102331,THOMAS,,B J,23,,30/08/1918,,Private,Welsh Regiment,,13th Bn.,France,'60071',TOURGEVILLE MILITARY CEMETERY,IV. B. 18.,"Son of John and Emily Thomas, of 81, Union St., Queen St., Cardiff."
102741,THOMAS,ROBERT WILLIAM PERCIVAL,R W P,19,,17/07/1917,,Private,"Australian Infantry, A.I.F.",,33rd Bn.,Belgium,'191',BETHLEEM FARM WEST CEMETERY,B. 14.,"Son of Robert and Hilda Mary Thomas, of Macquarie Vale, Kelso, New South Wales. Native of Torrington, New South Wales."
104147,THOMAS,CHARLES ROBERT,C R,29,,23/06/1917,,Lance Corporal,The King's (Liverpool Regiment),,19th Bn.,Belgium,'21683',PERTH CEMETERY (CHINA WALL),I. J. 13.,"Son of Jane Thomas, of Dee Farm, Rhewl, Llangollen, Denbighshhe, and the late Robert Thomas."
104148,THOMAS,CHARLES VICTOR FIRMIN,C V F,20,,04/10/1917,,Private,"Australian Infantry, A.I.F.",,23rd Bn.,Belgium,'5145',PERTH CEMETERY (CHINA WALL),Garter Point Cem. Mem. 24.,"Son of William Griffith Thomas and Ada Thomas, of Stawell, Victoria, Australia."
104149,THOMAS,FREDERICK ALBERT GEORGE,F A G,17,,21/10/1914,,Private,Gloucestershire Regiment,,1st Bn.,Belgium,'9858',PERTH CEMETERY (CHINA WALL),XVI. B. 13.,"Son of Elizabeth Ada Thomas, of 39, Park St., Gloucester."
104150,THOMAS,,W,,,21/06/1917,,Private,Middlesex Regiment,,13th Bn.,Belgium,'245',PERTH CEMETERY (CHINA WALL),V. H. 12.,
104151,THOMAS,,W,,,18/11/1914,,Gunner,Royal Garrison Artillery,,112th Heavy Bty.,Belgium,'16300',PERTH CEMETERY (CHINA WALL),Transport Farm Armexe Mem. 20.,
104891,THOMAS,,G,,,30/03/1916,,Serjeant,Suffolk Regiment,,2nd Bn.,Belgium,'5699',VOORMEZEELE ENCLOSURES NO.1 AND NO.2,I. D. 6.,
105394,THOMAS,HENRY WILKINSON,H W,19,,07/06/1917,,Private,Royal Welsh Fusiliers,,9th Bn.,Belgium,'235100',CROONAERT CHAPEL CEMETERY,A. 1.,"Son of Henry and Annie Thomas, of 126, Ruskin St., Kirkdale, Liverpool."
105575,THOMAS,,W,,,24/07/1917,,Gunner,Royal Garrison Artillery,,218th Siege Bty.,Belgium,'109921',BUS HOUSE CEMETERY,G. 8.,
108083,THOMAS,CLAUDE EDWARD,C E,26,Mentioned in Despatches,16/12/1915,,Lieutenant,Australian Army Service Corps,,4th Coy.,Egypt,,ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,Q. 552.,Son of Edward Turner Thomas and Elizabeth Mary Foster Thomas.
109988,THOMAS,ALFRED EDWARD,A E,26,,16/06/1915,,Trooper,"Wellington Mounted Rifles, N.Z.E.F.",,,Egypt,'11/497',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,M. 75.,"Son of J. E. and Alice H. Thomas, of Auckland, New Zealand."
109989,THOMAS,,A E,,,27/09/1915,,Private,Essex Regiment,,1st/5th Bn.,Egypt,'957',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,D. 115.,
109990,THOMAS,EMRYS,E,20,,20/07/1915,,Private,Manchester Regiment,,1st/7th Bn.,Egypt,'2375',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,K. 133.,"Son of William Griffiths Thomas and Margaret Elizabeth Thomas, of The Moorings, Camarvon."
109991,THOMAS,,E,24,,14/09/1915,,Private,Welsh Regiment,,8th Bn.,Egypt,'11735',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,F. 143.,
109992,THOMAS,GEORGE,G,,,06/05/1915,,Sergeant,"Australian Infantry, A.I.F.",,4th Bn.,Egypt,'790',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,C. 16.,
109993,THOMAS,JOHN,J,,,14/11/1915,,Driver,Royal Field Artillery,,13th Div. Artillery,Egypt,'43259',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,B. 94.,
109994,THOMAS,ROBERT JOHN,R J,40,,21/09/1915,,Private,Royal Welsh Fusiliers,,1st/6th Bn.,Egypt,'151',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,D. 164.,"Husband of A. E. Thomas, of 8, Glanrafon Terrace, Nant Peris, Llanberis, Carnarvonshire."
109995,THOMAS,WILLIAM HENRY,W H,23,,12/08/1915,,Private,Australian Army Medical Corps,,1st L.H. Field Amb.,Egypt,'108',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,K. 145.,"Son of Andrew and Susan Thomas, of 140, Barkly St., St. Kilda, Victoria, Australia. Born at Geelong, Victoria."
109996,THOMAS,,W,,,24/01/1916,,Private,London Regiment,,22nd Bn.,Egypt,'935',ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,A. 117.,
110763,THOMAS,,G,,,17/10/1917,,Private,Royal Marine Light Infantry,,"H.M.S. ""Egmont III.""",Egypt,'PLY/3770',PORT SAID WAR MEMORIAL CEMETERY,A. 21.,
111136,THOMAS,,D C S,,,16/02/1918,,Second Lieutenant,Royal Flying Corps,Welsh Regiment,57th Training Sqdn.,Egypt,,ISMAILIA WAR MEMORIAL CEMETERY,B. 37.,
111137,THOMAS,ROBERT,R,,,30/01/1916,,Private,"Australian Infantry, A.I.F.",,14th Bn.,Egypt,'1524',ISMAILIA WAR MEMORIAL CEMETERY,A. 98.,
111138,THOMAS,WILLIAM GILL,W G,26,,09/11/1918,,Driver,Australian Army Service Corps,,38th Coy.,Egypt,'492',ISMAILIA WAR MEMORIAL CEMETERY,B. 2.,"Son of Annie Thomas and the late William Gill Thomas. Born at Bendigo, Victoria."
111941,THOMAS,JOHN PRITCHARD,J P,27,,10/01/1917,,Private,Royal Welsh Fusiliers,,1st Bn.,France,'40410',COURCELLES-AU-BOIS COMMUNAL CEMETERY EXTENSION,D. 18.,"Son of William and Mary Thomas, of Fron Oleu, Carnarvon Rd., Pwllheli, N. Wales."
111942,THOMAS,WILLIAM,W,42,,01/12/1916,,Private,King's Shropshire Light Infantry,,7th Bn.,France,'13989',COURCELLES-AU-BOIS COMMUNAL CEMETERY EXTENSION,D. 3.,"Husband of Elizabeth Thomas, of 32, Maesyllyn, Pwllheli, Carnarvonshire."
113737,THOMAS,ALBERT ERNEST VICTOR,A E V,30,,21/10/1918,,Corporal,Australian Light Horse,,4th,Egypt,'497',CAIRO WAR MEMORIAL CEMETERY,O. 346.,"Son of Samuel Russell Thomas and the late Honoria Thomas. Born at Ascot, Victoria, Australia."
113738,THOMAS,,A,,,22/04/1917,,Private,Royal Army Medical Corps,,33rd Coy,Egypt,'11847',CAIRO WAR MEMORIAL CEMETERY,F. 218.,
113739,THOMAS,DAVID JAMES,D J,25,,10/06/1915,,Private,Manchester Regiment,,10th Bn.,Egypt,'821',CAIRO WAR MEMORIAL CEMETERY,B. 282.,"Son of John and Elizabeth Thomas, of 17, Commercial St., Werneth, Oldham, Lancs."
113740,THOMAS,ERNEST,E,37,,03/08/1917,,Private,Army Service Corps,,23rd Lines of Communication Supply Coy.,Egypt,'S4/094436',CAIRO WAR MEMORIAL CEMETERY,F. 284.,"Son of J. W. Thomas, of Sandywood, Walsall; husband of Ada Thomas, of 18, Union St., Bridgtown, Cannock, Staffs."
113741,THOMAS,FRANK,F,28,,23/10/1918,,Private,Staffordshire Yeomanry,,1st/1st,Egypt,'301020',CAIRO WAR MEMORIAL CEMETERY,Q. 10.,"Son of Edwin E. and Eliza Thomas, of 41, South Uxbridge St., Burton-on-Trent. Born at Everton, Liverpool."
113742,THOMAS,,H,,,26/05/1917,,Private,Royal Welsh Fusiliers,,24th (Denbighshire Yeomanry) Bn.,Egypt,'345628',CAIRO WAR MEMORIAL CEMETERY,F. 250.,
113743,THOMAS,REUBEN MONTAGUE,R M,35,,22/06/1915,,Trooper,Australian Light Horse,,4th,Egypt,'813',CAIRO WAR MEMORIAL CEMETERY,B. 303.,"Son of Frederick and Coria Smyth Thomas; husband of Florence Mary Thomas, of 92, Roden St., Melbourne, Victoria, Australia. Born at Carlton, Victoria."
115932,THOMAS,,G,36,,30/03/1917,,Driver,Royal Engineers,,10th Div. Signal Coy.,Malta,'13862',PIETA MILITARY CEMETERY,D. XVIII. 6.,"Son of George and Ann Thomas, of Osmington, Weymouth; husband of Olive Thomas, of Roman Cottage, Preston, Weymouth."
115933,THOMAS,WALTER SAUNDERS,W S,44,,15/09/1917,,Captain,Northumberland Fusiliers,,,Malta,,PIETA MILITARY CEMETERY,C. XV. 1.,"Silver Medal, The Royal Victorian Order. Husband of Ellen Thomas, of 24, Seabank Terrace, Southport."
115934,THOMAS,WILLIAM,W,33,,12/06/1918,,Sapper,Royal Engineers,,99th Field Coy.,Malta,'145553',PIETA MILITARY CEMETERY,C. XVIII. 6.,"Son of David and Margaret Thomas, of 9, St. David St., Carmarthen."
115935,THOMAS,,W E,,,27/08/1918,,Private,South Wales Borderers,,7th Bn.,Malta,'28476',PIETA MILITARY CEMETERY,A. XIX 3.,
116381,THOMAS,DANIEL MORGAN,D M,36,,17/11/1919,,Second Lieutenant,Egyptian Labour Corps,,,Malta,,MALTA (CAPUCCINI) NAVAL CEMETERY,Plot F. Grave 170.,"Son of Daniel and Barbara Thomas. Born at Pentyrch, Cardiff."
116656,THOMAS,,S,,,06/06/1918,,Sailor,Mercantile Marine,,S.S.  Menzaleh.,Malta,,MALTA (CAPUCCINI) NAVAL CEMETERY,Prot.  375.,
117559,THOMAS,ARTHUR CHRISTOPHER,A C,21,,26/06/1916,,Corporal,Royal Field Artillery,,Y36th Trench Mortar Bty,France,'L/26011',FORCEVILLE COMMUNAL CEMETERY AND EXTENSION,Plot 1. Row E. Grave 9.,"Son of Arthur Christopher Thomas, of Upton Park, London."
117560,THOMAS,,H S,19,,26/08/1916,,Private,Cheshire Regiment,,13th Bn.,France,'23443',FORCEVILLE COMMUNAL CEMETERY AND EXTENSION,Plot 3. Row B. Grave 4.,"Son of Henry Samuel and Esther Matilda Thomas, of 33, Bessemer Street, Toxteth Park, Liverpool."
117838,THOMAS,,J T,27,,08/09/1915,,Private,Worcestershire Regiment,,8th Bn.,France,'3313',LOUVENCOURT MILITARY CEMETERY,Plot 1. Row C. Grave 5.,"Son of John and Emily Thomas, of Cromwell Leigh, Malvern."
118398,THOMAS,ERNEST CLIFFORD,E C,20,,17/06/1916,,Private,York and Lancaster Regiment,,12th Bn.,France,'12/249',BERTRANCOURT MILITARY CEMETERY,Plot 1. Row C. Grave 15.,"Son of the Rev. and Mrs. Herbert J. Thomas, of Sindlesham Mills, Wokingham, Berks. Born at Landaur, North India."
119434,THOMAS,ARTHUR RICHARD,A R,40,,10/09/1918,,Private,Lancashire Fusiliers,,2nd/5th Bn.,France,'243542',PERNES BRITISH CEMETERY,VI. B. 14.,"Son of the late Richard William and Jane Thomas, of Liverpool; husband of Jane Ellen Thomas, of 67, Coltart Rd., Liverpool."
119435,THOMAS,,G W,,M M,06/06/1918,,Serjeant,Welsh Regiment,,2nd Bn.,France,'10086',PERNES BRITISH CEMETERY,II. F. 23.,
119436,THOMAS,THOMAS REES,T R,19,,14/04/1918,,Private,Suffolk Regiment,,"""W"" Coy. 2nd Bn.",France,'39304',PERNES BRITISH CEMETERY,I. B. 23.,"Son of David and Elizabeth Thomas, of Pantsoar, Salem, Llandilo, Carmarthenshire."
119437,THOMAS,WILLIAM,W,19,,23/04/1918,,Private,Machine Gun Corps,,3rd Bn.,France,'139527',PERNES BRITISH CEMETERY,I. D. 27.,"Son of William and Ellen Thomas, of 8, Warwick Rd., South Chingford, Essex."
119438,THOMAS,WILLIAM LLEWELLYN,W L,41,,23/04/1918,,Private,South Lancashire Regiment,,1st/5th Bn.,France,'34133',PERNES BRITISH CEMETERY,I. D. 30.,"Son of William Llewellyn Thomas and Martha Thomas, of ""Wenvoe House,"" Pentrepoeth, Llanelly, Carmarthenshire."
120318,THOMAS,ERIC ALLEYNE HALL,E A H,25,,28/05/1918,,Private,"Australian Infantry, A.I.F.",,26th Bn.,France,'4221',"MONT HUON MILITARY CEMETERY, LE TREPORT",VI. K. 10B.,"Son of Joseph H. and Ethelyn Grace Thomas, of Moon St., Ballina, New South Wales."
120319,THOMAS,,E J,36,,18/10/1918,,Private,Welsh Regiment,,19th Bn.,France,'31176',"MONT HUON MILITARY CEMETERY, LE TREPORT",VII. J. 2A.,"Son of James and Emma Thomas, of Pontycymmer."
120320,THOMAS,HOWELL,H,25,,10/02/1917,,Private,Northumberland Fusiliers,,8th Bn.,France,'14035',"MONT HUON MILITARY CEMETERY, LE TREPORT",III. D. 7.,"Son of William Thomas, of 10, Greenfield Place, Upper Loughor, nr. Swansea."
120321,THOMAS,JACK,J,20,,02/03/1917,,Private,Queen's Own (Royal West Kent Regiment),,7th Bn.,France,'24784',"MONT HUON MILITARY CEMETERY, LE TREPORT",III. C. 8.,"Son of Harry and Alice Thomas, of ""Aileen Craig,"" Nanty Gamar Rd., Llandudno."
120322,THOMAS,JAMES FRANCIS,J F,35,,14/11/1918,,Gunner,Royal Garrison Artillery,,261st Siege Bty.,France,'171881',"MONT HUON MILITARY CEMETERY, LE TREPORT",VII. N. 10A.,"Husband of Ada Thomas, of 14, Earl St., Lower Broughton, Manchester."
120323,THOMAS,JOHN OLIVER,J O,32,,18/09/1917,,Private,Non Combatant Corps,,1st Western Coy.,France,'65',"MONT HUON MILITARY CEMETERY, LE TREPORT",IV. N. 3B.,"Son of William and Margaret Thomas, of Llanelly; husband of Sarah Thomas, of 89, Cleveland Buildings, Station Rd., Llanelly."
120324,THOMAS,KENNETH GWYN,K G,19,,25/04/1918,,Private,South Wales Borderers,,5th Bn.,France,'41670',"MONT HUON MILITARY CEMETERY, LE TREPORT",V. H. 9B.,"Son of David William and Jane Thomas, of 117, Claude Rd, Roath, Cardiff."
121095,THOMAS,ARTHUR JOHN GORDON,A J G,20,,31/05/1916,,Lieutenant,Black Watch (Royal Highlanders),,6th Bn.,France,,MAROEUIL BRITISH CEMETERY,I. F. 7.,"Son of Arthur Moodie Thomas and Ethel Thomas, of 30, Alm St., Edinburgh."
121096,THOMAS,HARRY,H,,,28/03/1917,,Gunner,Royal Field Artillery,,"""B"" Bty. 64th Bde.",France,'12988',MAROEUIL BRITISH CEMETERY,IV. A. 6.,"Husband of C. Thomas, of Strand Street, Athlone, West Meath."
121487,THOMAS,HAROLD CECIL,H C,48,,29/12/1916,,Private,Army Service Corps,,3rd Labour Coy.,France,'SS/18077',BOIS-GUILLAUME COMMUNAL CEMETERY,II. C. 2.,Son of Alfred and Harriet Thomas.
121847,THOMAS,FRANCIS FELIX BANKS,F F B,31,,19/02/1919,,Private,Royal Army Service Corps,,1st Base Mechanical Transport Depot,France,'M/414755',BOIS-GUILLAUME COMMUNAL CEMETERY EXTENSION,G. 23B.,"Son of Harry and Eliza Thomas, of Frampton-on-Severn."
123788,THOMAS,,H,,,21/02/1919,,Pioneer,East African Pioneers,,,Tanzania,'3046',DAR ES SALAAM (UPANGA ROAD) CEMETERY,XI. D. 1.,
124694,THOMAS,,E B,,,05/09/1917,,Driver,South African Service Corps,,,Tanzania,'MT/2337',IRINGA CEMETERY,IV. C. 2.,
125237,THOMAS,CECIL,C,22,,11/03/1916,,Sergeant,South African Infantry,,7th Regt.,Kenya,'1583',TAVETA MILITARY CEMETERY,VII. A. 10.,"Son of Philip and Mary Thomas, of 26, Edith Cavell St., Hospital Hill, Johannesburg. Born at Canterbury, England."
125238,THOMAS,HARRY CECIL,H C,19,,12/02/1916,,Private,South African Infantry,,"""A"" Coy. 6th Regt.",Kenya,'6850',TAVETA MILITARY CEMETERY,V. A. 5.,"Son of Malcolm Edmund Thomas; husband of Nellie Emma Thomas, of Thorntons Avenue, Sea View, Durban. Born in London, England."
125239,THOMAS,,H R,19,,12/02/1916,,Private,South African Infantry,,6th Regt.,Kenya,'2008',TAVETA MILITARY CEMETERY,V. A. 4.,"Son of N. W. Thomas and Louisa Thomas, of 1 5, Richmond Hill, Port Elizabeth."
126168,THOMAS,SAMUEL,S,,,19/02/1919,,Private,"Inland Water Transport, Royal Engineers",,,South Africa,'517',DURBAN (STELLAWOOD) CEMETERY,CM42.,
