id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
2234415,THOMAS,HENRY SAMUEL,H S,28,,01/06/1944,,Flight Sergeant,Royal Air Force Volunteer Reserve,,622 Sqdn.,France,'983327',MARISSEL FRENCH NATIONAL CEMETERY,Coll. grave 232.,"Son of William John and Jane Thomas, of Barry, Glamorgan; husband of Marjorie Thomas, of Barry."
2237902,THOMAS,ERIC WILLIAM,E W,21,,21/12/1944,,Private,North Staffordshire Regiment,,2nd Bn.,Italy,'14647299',FAENZA WAR CEMETERY,VI. E. 20.,"Son of William Joseph and Edith Thomas, of Great Crosby, Lancashire."
2237903,THOMAS,GERWYN JOHN,G J,21,,18/11/1944,,Private,Queen's Own Royal West Kent Regiment,,6th Bn.,Italy,'14339540',FAENZA WAR CEMETERY,VIII. E. 16.,"Son of Joseph and Annie Thomas, of Loughor, Glamorgan."
2237904,THOMAS,HAROLD CLIFFORD,H C,28,,07/04/1945,,Signalman,Royal Corps of Signals,,78 Div. Sigs.,Italy,'169780',FAENZA WAR CEMETERY,II. B. 20.,"Son of William and Rose Evelyn Thomas, of Caerau, Maesteg, Glamorgan."
2237905,THOMAS,LESLIE ALBERT,L A,29,,07/10/1944,,Private,Duke of Wellington's (West Riding Regiment),,1st Bn.,Italy,'4621155',FAENZA WAR CEMETERY,I. C. 1.,"Son of Walter and Mabel Thomas, of Bristol; husband of Britannia Thomas, of Kingswood, Bristol."
2240144,THOMAS,ROBERT HENRY,R H,24,,28/09/1945,,Lance Corporal,Royal Army Ordnance Corps,,,Italy,'10545953',NAPLES WAR CEMETERY,IV. M. 2.,"Son of William John and Florence Thomas, of Newport, Monmouthshire."
2240145,THOMAS,WILLIAM,W,39,,27/07/1944,,Leading Aircraftman,Royal Air Force Volunteer Reserve,,,Italy,'1420731',NAPLES WAR CEMETERY,I. C. 11.,"Son of John and Jane Thomas, of Bangor, Caernarvonshire; husband of Gwladys Thomas, of Bangor."
2240783,THOMAS,ALEXANDER TREVOR,A T,24,,31/12/1944,,Serjeant,Royal Engineers,,,Greece,'2079629',PHALERON WAR CEMETERY,19. A. 13.,"Son of George and Charlotte Louisa Thomas, of Whitchurch, Glamorgan."
2240784,THOMAS,ANTHONY De LANNEY,A De L,,,07/03/1941,,Pilot Officer,Royal Air Force Volunteer Reserve,,37 Sqdn.,Greece,'89768',PHALERON WAR CEMETERY,4. B. 5.,
2240785,THOMAS,DANIEL,D,23,,26/04/1945,,Shipwright 4th Class,Royal Navy,,H.M.S. Ajax.,Greece,'C/MX76908',PHALERON WAR CEMETERY,4. E. 15.,"Son of Daniel and Jean Thomas, of Prescot, Lancashire."
2240786,THOMAS,ELWYN,E,29,,07/12/1944,,Trooper,"Royal Tank Regiment, R.A.C.",,46th (The Liverpool Welsh),Greece,'7913189',PHALERON WAR CEMETERY,17. B. 2.,"Husband of Myfanwy Thomas, of Crewe, Cheshire."
2240787,THOMAS,HUGH,H,27,,27/12/1944,,Corporal,"The Parachute Regiment, A.A.C.",,5th Bn.,Greece,'3912033',PHALERON WAR CEMETERY,17. D. 14.,"Son of Charles and Laura Thomas, of Erwood, Brecknockshire."
2240788,THOMAS,IVOR,I,22,,11/12/1944,,Gunner,Royal Artillery,,66 Lt. A.A. Regt.,Greece,'14224085',PHALERON WAR CEMETERY,17. A. 8.,"Son of Sidney John and Abigail Thomas, of Velindre, Port Talbot, Glamorgan."
2240789,THOMAS,JOHN HAROLD,J H,31,,28/12/1944,,Lance Bombardier,Royal Artillery,,1 Field Regt.,Greece,'14244309',PHALERON WAR CEMETERY,19. A. 18.,"Son of John and Esther Thomas; husband of Elinor Anne Thomas, of Llandyssul, Cardiganshire."
2240790,THOMAS,SYDNEY JOHN REGINALD,S J R,35,,20/04/1941,,Private,Australian Infantry,,A.I.F. 2/7 Bn.,Greece,'VX16066',PHALERON WAR CEMETERY,3. E. 6.,"Son of Sydney and Elizabeth Jane Thomas; husband of Stella Jean Thomas, of Camberwell, Victoria, Australia."
2242380,THOMAS,WILLIAM JAMES,W J,31,,21/05/1943,,Lieutenant,Royal Artillery,,80 H.A.A. Regt.,Algeria,'162981',LA REUNION WAR CEMETERY,4. F. 4.,"Son of William James Thomas and Margaret Thomas, of Wolverhampton; husband of Mabelle Eileen Thomas, of Wolverhampton."
2242853,THOMAS,NEVILLE JOHN JOSEPH,N J J,20,,05/12/1943,,Corporal,Australian Infantry,,A.I.F. 7 MG. Bn.,Australia,'NX152713',ATHERTON WAR CEMETERY,A.A.4.,"Son of Lyall Lancelot and Amy Gwendoline Thomas, of Nambucca Heads, New South Wales."
2242854,THOMAS,RONALD ERNEST,R E,20,,13/07/1943,,Private,Australian Infantry,,A.I.F. 2/10 Bn.,Australia,'VX69590',ATHERTON WAR CEMETERY,A.B.2.,"Son of Albert George and Eva Thomas, of Parkville, Victoria; husband of Marie Veronica Thomas, of Parkville."
2242886,THOMAS,DAVID JAMES,D J,45,,20/12/1945,,Engineer Lieutenant,Royal Australian Naval Reserve,,H.M.A.S. Heros.,Australia,,BOWEN GENERAL CEMETERY,C. of E. Plot. Grave 1771.,"Son of Stephen William and Flizabeth Ann Thomas; husband of Beryl Olive Thomas, of Campsie, New South Wales."
2243409,THOMAS,HENRY,H,44,,02/07/1942,,Corporal,Australian Army Ordnance Corps,,,Australia,'Q89171',"QUEENSLAND CREMATION MEMORIAL, BRISBANE",,"Husband of Emily Violet Thomas, of Milton. (Gemated Mt. Thompson Crematorium.)."
2243922,THOMAS,BERNARD ROLAND,B R,29,,22/06/1947,,Leading Aircraftman,Royal Australian Air Force,,,Australia,'6237',MOUNT THOMPSON CREMATORIUM,Columbarium Wall 5. Sec. 7. S/Niche 567.,Son of Roland Robert and Constance Carter Thomas of Toowong.
2244308,THOMAS,REGINALD PEART,R P,43,,17/01/1943,,Warrant Officer Class I,Australian Army Service Corps,,HQ. Comd. 5 Div.,Australia,'QX. 36558',TOWNSVILLE WAR CEMETERY,A.C.11.,"Son of William Edward and Eva Louisa Thomas; husband of Charlotte Standfield Thomas, of Bulimbah."
2244309,THOMAS,ROBERT GEORGE,R G,19,,28/04/1945,,Aircraftman 1st Class,Royal Australian Air Force,,,Australia,'139087',TOWNSVILLE WAR CEMETERY,C.D.16.,"Son of Henry George and Helen Thomas, of Inverell, New South Wales."
2244310,THOMAS,RONALD GILBERT,R G,22,,06/12/1943,,Flying Officer,Royal Australian Air Force,,,Australia,'402552',TOWNSVILLE WAR CEMETERY,Joint grave B.C. 13/14.,"Son of John Harold Leslie and Violet Annie Lily May Thomas, of Mayfield, New South Wales."
2244807,THOMAS,HENRY ARCHIBALD,H A,43,,10/09/1941,,Private,Australian Infantry,,A.C.M.F. 2nd Grn. Bn.,Australia,'N279942',BOTANY GENERAL CEMETERY,C. of E. Plot. Sec. DDD. Grave 1049.,"Son of Frederick Henry and Dolly Thomas; husband of Mabel Pearl Thomas, of The Channon."
2244985,THOMAS,GEOFFREY MARTIN,G M,18,,15/01/1946,,Signalman,Australian Corps of Signals,,A.I.F. 1st Sigs. Trg. Bn.,Australia,'VX97270',"DAWSON CEMETERY, TAREE",C. of E. Portion. Row Q. Grave 3.,"Son of Harold Purnell Thomas and Isabella Letitea Thomas, of Horsham, Victoria."
2245189,THOMAS,WARWICK DOUGLAS,W D,31,,29/12/1943,,Sergeant,Australian Army Ordnance Corps,,A.I.F. 2/2nd Ord. Wksp. Coy.,Australia,'NX4910',GOULBURN GENERAL CEMETERY,Plot G. Row A. Grave 5.,"Son of Henry and Mary Elizabeth Thomas, of Shell Harbour."
2245363,THOMAS,SIDNEY ALLEN,S A,56,,26/06/1945,,Corporal,Australian Army Pay Corps,,,Australia,'N100391',MUTTON FALLS CEMETERY,C. of E. Plot. Sec. D.,Son of Joseph and Emily Jane Thomas; husband of Marjorie Thomas of Gladesville.
2245589,THOMAS,DOUGLAS WILLIAM,D W,24,,17/01/1944,,Flying Officer,Royal Australian Air Force,,,Australia,'285135',NOWRA WAR CEMETERY,Plot B. Row B. Grave 1.,"Son of Emest William and Elsie Thomas, of Colonel Light Gardens, South Australia."
2246150,THOMAS,FRANCIS JOSEPH,F J,46,,27/01/1947,,Private,Australian Army Service Corps,,A.I.F. 140th Gen. Tpt. Coy.,Australia,'NX134786',"ROOKWOOD NECROPOLIS, SYDNEY",C. of E. Sec. 5. Grave 4914.,"Son of Frank and Henrietta Thomas, of Lidcombe."
2246317,THOMAS,EDWARD,E,37,,02/05/1947,,Gunner,Royal Australian Artillery,,A.I.F. 2/7th Field Regt.,Australia,'NX110289',SMITHFIELD STRICT BAPTIST CEMETERY,Baptist Sec. Grave 167. (GRM/2).,"Son of Joseph William and Ellen Eliza Thomas; husband of Marion Thomas, of Canley Vale."
2246438,THOMAS,JAMES,J,21,,24/01/1943,,Private,Australian Army Medical Corps,,A.C.M.F. 114th Gen. Hospital,Australia,'N200867',TUMUT NEW CEMETERY,C. of E. Plot. Sec. H. Grave 9.,"Son of James and Sarah Ann Thomas, of Tumut."
2246675,THOMAS,LESLIE,L,18,,22/01/1941,,Gunner,Royal Australian Artillery,,A.C.M.F. H.Q. E. Comd. Trg. Depot,Australia,'N79229',"WORONORA CREMATORIUM, SUTHERLAND",A.I.F. Memorial Wall. Panel B. Niche 11.,"Son of Vera May Thomas, of Newtown."
2247710,THOMAS,ALBERT FRANCIS,A F,19,,27/10/1942,,Leading Aircraftman,Royal Australian Air Force,,,Australia,'13975',ST. KILDA GENERAL CEMETERY,C. of E. Plot. Compt. C. Grave 285. (GRM/3).,"Son of William and Ruby Elizabeth Thomas, of Prahran."
2247711,THOMAS,WILLIAM HENRY,W H,56,,09/11/1941,,Private,Australian Army Ordnance Corps,,,Australia,'V13292',ST. KILDA GENERAL CEMETERY,Wesleyan Plot. Compt. B. Grave 0157.,Son of James and Fanny Thomas; husband of Ethel Daisy Thomas.
2250081,THOMAS,NORMAN LESLIE,N L,20,,15/04/1942,,Sergeant,Royal Australian Air Force,,,Australia,'416109',ADELAIDE (CENTENNIAL PARK) CEMETERY,Gen. Plot. Path 9. Grave 498. (GRM/5).,"Son of Leslie Quinton Thomas and Ida Louise Thomas, of Westbourne Park."
2250875,THOMAS,FREDERICK FRANCIS,F F,22,,17/06/1945,,Flying Officer,Royal Air Force Volunteer Reserve,,54 Sqdn.,Australia,'155264',ADELAIDE RIVER WAR CEMETERY,C.C.15.,"Son of James and Vera Thomas, of Thornes, Wakefield, Yorkshire, England."
2250876,THOMAS,NOEL FRANCIS,N F,28,,17/04/1944,,Lieutenant,Royal Australian Engineers,,A.I.F. 2/2 Rly. Constr. Coy.,Australia,'NX13517',ADELAIDE RIVER WAR CEMETERY,P.D.10.,"Son of Henry and Mary Elizabeth Thomas, of Shellharbour, New South Wales."
2250877,THOMAS,REUBEN WALTER,R W,21,,01/01/1945,,Craftsman,Australian Corps of Electrical and Mechanical Engineers,,A.I.F. Fortress Wksps.,Australia,'NX193232',ADELAIDE RIVER WAR CEMETERY,D.C.15.,"Son of Milton Henry and Susan Gladys Thomas, of Balmain, New South Wales."
2250878,THOMAS,WILLIAM DANIEL,W D,20,,08/10/1944,,Leading Aircraftman,Royal Australian Air Force,,,Australia,'57510',ADELAIDE RIVER WAR CEMETERY,D.C.4.,"Son of Daniel Francis and Emma Christina Thomas, of Dimboola, Victoria."
2253916,THOMAS,WILLIAM JOHN,W J,21,,21/05/1940,,Private,Royal Warwickshire Regiment,,8th Bn.,Belgium,'5109569',BRUYELLE WAR CEMETERY,II. A. 4.,"Son of Aaron and Harriet Thomas, of Kingstanding, Birmingham."
2254238,THOMAS,HAROLD LEONARD JAMES,H L J,29,,19/05/1940,,Second Lieutenant,Royal Warwickshire Regiment,,8th Bn.,Belgium,'113341',CALONNE COMMUNAL CEMETERY,Row E. Grave 11.,"Son of Leonard James Thomas and Hilda Gertrude Maud Thomas, of Castle Bromwich, Warwickshire. B.A. (Birmingham)."
2256064,THOMAS,ALFRED GLYNDWR,A G,31,,14/09/1944,,Private,Welch Regiment,,,Belgium,'3973947',SCHOONSELHOF CEMETERY,II. C. 29.,
2256065,THOMAS,DOUGLAS OSBORNE,D O,22,,13/05/1944,,Pilot Officer,Royal Canadian Air Force,,640 (R.A.F.) Sqdn,Belgium,'J/87559',SCHOONSELHOF CEMETERY,IVa. E. 36-42 (Coll.),"Son of Harold E. Thomas, and of Agnes T. Thomas, of Toronto, Ontario, Canada."
2256066,THOMAS,WILLIAM,W,24,,16/12/1944,,Driver,Royal Army Service Corps,,,Belgium,'T/251655',SCHOONSELHOF CEMETERY,V. A. 32.,
2261324,THOMAS,ALFRED,A,23,,29/11/1945,,Private,Royal Berkshire Regiment,,1st Bn.,Myanmar,'6017744',RANGOON WAR CEMETERY,1. B. 12.,
2261325,THOMAS,ARTHUR ELWYN,A E,31,,15/09/1946,,Serjeant,Royal Army Medical Corps,,,Myanmar,'14372921',RANGOON WAR CEMETERY,2. J. 17.,"Son of Lewis E. Thomas and Edith M. Thomas, of Wallasey, Cheshire; husband of Nora May Thomas, of Wallasey. Member Pharmaceutical Society."
2261326,THOMAS,ARTHUR LESLIE,A L,35,,19/05/1945,,Leading Aircraftman,Royal Air Force Volunteer Reserve,,2743 Sqdn. R.A.F. Regt.,Myanmar,'1690260',RANGOON WAR CEMETERY,3. A. 16.,"Son of Arthur and Emily Thomas, of Rock Ferry, Birkenhead; husband of Margaret Thomas, of Rock Ferry, Birkenhead."
2261327,THOMAS,IVOR HARDING,I H,23,,27/05/1945,,Serjeant,Royal Electrical and Mechanical Engineers,Royal Artillery,,Myanmar,'2578748',RANGOON WAR CEMETERY,2. G. 6.,"Son of Robert Lloyd Thomas and Lilian Margaret Thomas, of Prescot, Lancashire."
2261328,THOMAS,RONALD,R,22,,04/06/1945,,Private,Queen's Own Royal West Kent Regiment,,4th Bn.,Myanmar,'5126710',RANGOON WAR CEMETERY,1. G. 10.,
2265403,THOMAS,GEORGE WILFRID,G W,22,,07/08/1945,,Leading Aircraftman,Royal Canadian Air Force,,,Canada,'R/196172',SUDBURY LA SALLE CEMETERY,Sec. 1. Lot 1005. Grave 2.,"Son of George and Martha Thomas; brother of Charlie A. Thomas, of Wahnapitae."
2265641,THOMAS,DOUGLAS WILLIAM,D W,21,,23/07/1946,,Private,Royal Canadian Army Service Corps,,,Canada,'B/116123',TORONTO (MOUNT PLEASANT) CEMETERY,Sec. 33. Grave 2109.,"Son of Lotta Thomas, of Toronto."
2265995,THOMAS,CYRIL HAROLD,C H,26,,22/06/1944,,Flight Sergeant,Royal Canadian Air Force,,,Canada,'R/ 165179',TORONTO (PROSPECT) CEMETERY,Naval and Mil. Plot. Sec. 1. Grave 511.,"Son of Arthur Edward and Ida May Thomas, of Toronto, husband of Elizabeth Thomas, of Toronto."
2266206,THOMAS,YESTYN LLEWELLYN,Y L,22,,18/11/1943,,Pilot Officer,Royal Canadian Air Force,,,Canada,'J/27202',WHITBY (MOUNT LAWN) CEMETERY,Sec.G. Plot 1. Lot 24. Block 6.,"Son of David John and Mildred Thomas, of Whitby."
2270295,THOMAS,ERNEST WALTER,E W,34,,17/10/1944,,Fireman,Naval Auxiliary Personnel (Merchant Navy),,H.M.S. Rawalpindi,Czech Republic,,PRAGUE WAR CEMETERY,IV. C. 14.,"Son of Alfred John Thomas, and of Alice Mary Maud Thomas, of Custom House, Essex."
2270296,THOMAS,,N,22,,19/06/1942,,Private,The Queen's Royal Regiment (West Surrey),,2nd Bn.,Czech Republic,'6088017',PRAGUE WAR CEMETERY,III. A. 6.,"Foster-son of Emma Davis, of Willenhall, Staffordshire."
2270297,THOMAS,SYDNEY KEITH,S K,26,,12/05/1944,,Trooper,"Royal Tank Regiment, R.A.C.",,"""C"" Sqn., 4th",Czech Republic,'7889987',PRAGUE WAR CEMETERY,I. D. 1.,"Son of Sydney Thomas, and of Elsie Thomas, of Seaford, Sussex."
2270827,THOMAS,EDWIN HENRY,E H,,,23/04/1944,,Sergeant,Royal Air Force Volunteer Reserve,,75 Sqdn.,Denmark,'1811856',AABENRAA CEMETERY,Allied Mil. Plot. Row 3. 1.,
2271271,THOMAS,REGINALD JAMES,R J,21,,04/11/1943,,Sergeant,Royal Air Force Volunteer Reserve,,75 Sqdn.,Denmark,'1316730',FREDERIKSHAVN CEMETERY,Allied Plot. grave 53.,"Son of John H. and Gladys Thomas, of Reading, Berkshire."
2271809,THOMAS,NOEL ARNOLD,N A,22,,07/03/1944,,Sergeant,Royal Air Force Volunteer Reserve,,,Iceland,'1577049',REYKJAVIK (FOSSVOGUR) CEMETERY,C48. 20.,"Son of Stanley Arnold Thomas and Doris Thomas, of Allesley, Coventry."
2271920,THOMAS,EDWARD VIVIAN,E V,28,,27/09/1943,,Leading Stoker,Royal Navy,,H.M.S. Mahratta.,Faroe Islands,'D/KX 112355',TORSHAVN CEMETERY,Grave 204.,"Son of Archibald Clifford Thomas and Mary Ellen Thomas, of Cardiff."
2273261,THOMAS,,A,,,17/12/1941,,Corporal,"Indian and Malay Corps, S.A. Forces",,,Ethiopia,'M/11354',ADDIS ABABA WAR CEMETERY,4. A. 3.,
2273962,THOMAS,DOUGLAS GORDON,D G,22,,12/09/1941,,Private,Royal Army Medical Corps,,,Sudan,'7362891',KHARTOUM WAR CEMETERY,2. D. 16.,"Son of Charles William and Lilian Wilhelmina Thomas, of Newport, Monmouthsire."
2275206,THOMAS,RONALD HAWKESBY,R H,54,M C,29/05/1940,,Major,Royal Engineers,,62 Chemical Warfare Coy.,France,'46171',DUNKIRK TOWN CEMETERY,Plot 1 Row 1 Joint grave 53.,"Son of Howard Arthur Thomas, and of Harriet Thomas (nee Hornby). M.A. (Oxon.)."
2276005,THOMAS,GEORGE HENRY,G H,,,03/09/1944,,Guardsman,Grenadier Guards,,1st Bn.,France,'2624734',LILLE SOUTHERN CEMETERY,Plot 5. Row B. Grave 35.,
2276423,THOMAS,RONALD ARTHUR,R A,20,,25/05/1940,,Private,Middlesex Regiment,,1/7th Bn.,France,'6204371',COMINES COMMUNAL CEMETERY,Grave 3.,"Son of Frederick Charles and Ethel Jane Thomas, of Enfield, Middlesex."
2276632,THOMAS,ALBERT,A,19,,26/05/1940,,Lance Corporal,Lancashire Fusiliers,,2nd Bn.,France,'3449260',HALLUIN COMMUNAL CEMETERY,Row D. Grave 10.,"Son of Ellen Thomas, of Gorton, Manchester."
2276829,THOMAS,SIDNEY JAMES,S J,22,,28/05/1940,,Private,Royal Army Medical Corps,,,France,'7361957',HONDSCHOOTE COMMUNAL CEMETERY,Row C. Grave 18.,"Son of Sidney James Thomas and Violet Thomas, of Gloucester."
2278828,THOMAS,SIDNEY CHARLES,S C,28,,27/05/1940,31/05/1940,Corporal,Royal Engineers,,5 Field Coy.,France,'1870088',BEUVRY COMMUNAL CEMETERY,102.,"Son of Walter and Mary Jane Thomas; husband of Millicent Lilley Thomas, of Hordle, Hampshire."
2279532,THOMAS,ALFRED WILLIAM SWINBURNE,A W S,28,,18/05/1940,,Sergeant,Royal Air Force,,18 Sqdn.,France,'562935',HOUCHIN BRITISH CEMETERY,Plot 4. Row B. Grave 3.,"Son of Walter Swinburne Thomas and Edith Thomas; husband of Mary Edith. Thomas, of Wigston Fields, Leicestershire."
2279559,THOMAS,ARTHUR FRANCIS,A F,23,,13/10/1939,,Bombardier,Royal Artillery,,30 Field Regt.,France,'843774',LENS EASTERN COMMUNAL CEMETERY,Grave 3A.,
2280179,THOMAS,SYDNEY HUBERT,S H,22,,26/05/1940,,Sapper,Royal Engineers,,223 Field Park Coy.,France,'2064262',MARQUISE COMMUNAL CEMETERY,Plot 1. Row D. Grave 23.,"Son of Arthur and Maggie Thomas, of Caerphilly, Glamorgan."
2280279,THOMAS,RICHARD JOHN,R J,21,,15/06/1944,,Sergeant,Royal Air Force Volunteer Reserve,,115 Sqdn.,France,'1671438',OISY-LE-VERGER COMMUNAL CEMETERY,Grave 4.,"Son of William John and Florence Mabel Thomas, of Ecdeshill, Bradford, Yorkshire."
2280538,THOMAS,PHILIP JOHN,P J,,,26/03/1944,,Warrant Officer,Royal Air Force Volunteer Reserve,,193 Sqdn.,France,'1181769',PIHEN-LES-GUINES WAR CEMETERY,1. B. 8.,
2280539,THOMAS,WILBERT HARRY,W H,21,,23/10/1942,,Flying Officer,Royal Canadian Air Force,,158 (R.A.F.) Sqdn.,France,'J/9551',PIHEN-LES-GUINES WAR CEMETERY,1. A. 9.,"Son of William Daniel and Edith Alimina Thomas, of Toronto, Ontario, Canada."
2280821,THOMAS,ALBERT,A,28,,30/05/1940,31/05/1940,Fusilier,Royal Welch Fusiliers,,1st Bn.,France,'4192219',ST. VENANT COMMUNAL CEMETERY,Plot 4. Row C. Grave 83.,"Son of William and L. Jane Thomas, of Mathry, Pembrokeshire."
2280822,THOMAS,DAVIS CHARLES,D C,26,,30/05/1940,,Fusilier,Royal Welch Fusiliers,,1st Bn.,France,'4190532',ST. VENANT COMMUNAL CEMETERY,Plot 4. Row C. Grave 75.,"Son of Charles and Hannah Prudence Thomas, of Mold, Flintshire."
22977,THOMAS,,A,25,,01/04/1917,,Serjeant,Royal Welsh Fusiliers,,13th Bn.,France,'15857',LONGUENESSE (ST. OMER) SOUVENIR CEMETERY,IV. B. 45.,"Son of Edward and Frances Thomas, of Abernant, Acrefair, Ruabon, Denbighshire."
22978,THOMAS,CHARLES CLIFFORD CLARENCE,C C C,,,05/04/1917,,Private,The King's (Liverpool Regiment),,16th Labour Coy.,France,'72028',LONGUENESSE (ST. OMER) SOUVENIR CEMETERY,IV. B. 48.,"Native of Cardiff. Son of Clifford and Margaret A. Thomas; husband of Lilian Thomas, of 3295, Cowbridge Rd., Canton, Cardiff."
22979,THOMAS,,C,,,09/10/1915,,Private,Royal Welsh Fusiliers,,1st Bn.,France,'7172',LONGUENESSE (ST. OMER) SOUVENIR CEMETERY,II. A. 53.,
22980,THOMAS,JOHN WILLIAM,J W,31,,10/06/1917,,Air Mechanic 1st Class,Royal Flying Corps,,1st Aircraft Depot,France,'41936',LONGUENESSE (ST. OMER) SOUVENIR CEMETERY,IV. C. 18.,Son of William and Margaret Thomas.
22981,THOMAS,WILLIAM JOHN,W J,24,,10/01/1917,,Private,Cheshire Regiment,,22nd Bn.,France,'54605',LONGUENESSE (ST. OMER) SOUVENIR CEMETERY,IV. A. 84.,"Son of Rose Thomas, of Llaswernfach, Llangattock, Crickhowell, Breconshire, and the late William Thomas."
2317479,THOMAS,ARTHUR EVANS COSDETT,A E C,21,,28/06/1944,,Pilot Officer,Royal Canadian Air Force,,106 (R.A.F.) Sqdn.,France,'J/88633',"DIEPPE CANADIAN WAR CEMETERY, HAUTOT-SUR-MER",M. 14.,"Son of David C. and Mary J. Thomas, of Winnipeg, Manitoba."
2317480,THOMAS,GEORGE HENRY,G H,26,,06/10/1944,,Gunner,Royal Artillery,,103 H.A.A. Regt.,France,'1535340',"DIEPPE CANADIAN WAR CEMETERY, HAUTOT-SUR-MER",M. 31.,"Son of George and Elizabeth Thomas, of Maesteg, Glamorgan, Wales."
2317481,THOMAS,JAMES HOWARD,J H,25,,19/08/1942,,Captain,Royal Artillery,,,France,'71046',"DIEPPE CANADIAN WAR CEMETERY, HAUTOT-SUR-MER",D. 62.,Son of Maj. William Howard Thomas and Frances Maude Thomas.
2319983,THOMAS,HERBERT RONALD,H R,22,,04/12/1944,,Flight Sergeant,Royal Air Force Volunteer Reserve,,227 Sqdn.,France,'1339726',CHOLOY WAR CEMETERY,Coll. grave 1. J. 4.,"Son of John and Dora E. Thomas, of Truro, Cornwall."
2319984,THOMAS,MAXWELL TREVETHAN,M T,25,,25/07/1944,,Flying Officer,Royal Australian Air Force,,622 Sqdn.,France,'419237',CHOLOY WAR CEMETERY,1A. C. 1.,"Son of Percival Franklin Thomas and Carrie Artalus Thomas, of Moonee Ponds, Victoria, Australia."
2320331,THOMAS,DOUGLAS JEROME,D J,,,29/07/1944,,Sergeant,Royal Air Force Volunteer Reserve,,103 Sqdn.,France,'1459137',GLONVILLE COMMUNAL CEMETERY,Grave 2.,
2320608,THOMAS,STEPHEN JOSEPH,S J,22,,12/06/1944,,Flight Sergeant,Royal Air Force Volunteer Reserve,,102 Sqdn.,France,'1398046',AUTHEUIL COMMUNAL CEMETERY,Coll. grave 1-6.,"Son of Stephen and Elizabeth Thomas, of Goring-by-Sea, Sussex."
2320797,THOMAS,CECIL VERNON,C V,19,,10/06/1940,,Pilot Officer,Royal Air Force,,103 Sqdn.,France,'41963',GASNY COMMUNAL CEMETERY,Plot B. Joint grave 175.,"Son of John Dunn Thomas and Esther Elizabeth Thomas; grandson of Mrs. C. H. Griffiths, of Little Sutton. Cheshire."
2320807,THOMAS,CHARLES ELDRED WILFRED W.,C E W W,,,23/07/1944,,Sergeant,Royal Air Force Volunteer Reserve,,98 Sqdn.,France,'1182832',GLOS-SUR-RISLE CHURCHYARD,Coll. grave.,
2321122,THOMAS,THOMAS ARTHUR,T A,20,,16/06/1940,,Sergeant,Royal Air Force,,59 Sqdn.,France,'625095',DREUX COMMUNAL CEMETERY,Row 2. Coll. grave 6-8.,"Son of Evan T. Thomas and Elisabeth Thomas, of Santa Cruz, California, U.S.A."
2323968,THOMAS,CHARLES RICHARD,C R,31,,07/08/1944,,Major,Somerset Light Infantry,,4th Bn.,France,'56041',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,XVI. E. 29.,"Son of Charles Herbert and Dorothy Catharine Thomas; husband of Prunella Peel Thomas (nee Bentley), of Dulverton, Somerset. M.A. (Oxon.)."
2323969,THOMAS,CLIFFORD VINCENT,C V,23,,18/08/1944,,Lieutenant,Durham Light Infantry,,10th Bn.,France,'249834',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,XV. E. 13.,"Son of Clifford Edward and Rosa Thomas; husband of Joyce Thomas, of St. Marychurch, Torquay, Devon."
2323970,THOMAS,DENZIL VAUGHAN,D V,21,,08/08/1944,,Lieutenant,Royal Engineers,,79 Assault Sqn.,France,'277530',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,X. B. 30.,"Son of Henry James Thomas and Morfydd Thomas, of Cardiff."
2323971,THOMAS,GEORGE ARTHUR,G A,33,,11/07/1944,,Private,Duke of Cornwall's Light Infantry,,5th Bn.,France,'5391207',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,XI. C. 23.,"Son of Henry and Elizabeth Thomas, of Oxford; husband of Phyllis May Thomas, of New Marston, Oxford."
2323972,THOMAS,HENRY,H,18,,19/06/1944,,Private,Gloucestershire Regiment,,,France,'14431245',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,I. C. 13.,
2323973,THOMAS,HUGHIE,H,28,,17/07/1944,,Fusilier,Royal Welch Fusiliers,,4th Bn.,France,'4199340',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,II. C. 28.,"Son of Hugh and Jane Thomas; husband of Lena Thomas, of Saron, Caernarvonshire."
2323974,THOMAS,RONALD,R,29,,14/08/1944,,Gunner,Royal Artillery,,133 Field Regt.,France,'3967878',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,VIII. B. 11.,
2323975,THOMAS,STANLEY EDWARD GEORGE,S E G,21,,14/08/1944,,Private,Monmouthshire Regiment,,3rd Bn.,France,'3915587',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,XVI. C. 15.,"Son of Daniel and Olive Thomas, of Penygraig, Glamorgan."
2323976,THOMAS,WALTER HOWARD,W H,29,,19/07/1944,,Private,King's Shropshire Light Infantry,,4th Bn.,France,'4041809',BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,V. B. 26.,
